SN,X1,X2,y
56,-5.000000000000000000e+00,5.000000000000000000e-01,1.995666666666666515e+03
57,-5.000000000000000000e+00,6.000000000000005329e-01,1.995276666666666415e+03
58,-5.000000000000000000e+00,7.000000000000001776e-01,1.994906666666666524e+03
59,-5.000000000000000000e+00,8.000000000000007105e-01,1.994556666666666615e+03
60,-5.000000000000000000e+00,9.000000000000003553e-01,1.994226666666666461e+03
61,-5.000000000000000000e+00,1.000000000000000000e+00,1.993916666666666515e+03
62,-5.000000000000000000e+00,1.100000000000000533e+00,1.993626666666666551e+03
63,-5.000000000000000000e+00,1.200000000000000178e+00,1.993356666666666570e+03
64,-5.000000000000000000e+00,1.300000000000000711e+00,1.993106666666666570e+03
65,-5.000000000000000000e+00,1.400000000000000355e+00,1.992876666666666551e+03
66,-5.000000000000000000e+00,1.500000000000000000e+00,1.992666666666666515e+03
67,-5.000000000000000000e+00,1.600000000000000533e+00,1.992476666666666461e+03
68,-5.000000000000000000e+00,1.700000000000000178e+00,1.992306666666666615e+03
69,-5.000000000000000000e+00,1.800000000000000711e+00,1.992156666666666524e+03
70,-5.000000000000000000e+00,1.900000000000000355e+00,1.992026666666666415e+03
71,-5.000000000000000000e+00,2.000000000000000000e+00,1.991916666666666515e+03
72,-5.000000000000000000e+00,2.100000000000000533e+00,1.991826666666666597e+03
73,-5.000000000000000000e+00,2.200000000000000178e+00,1.991756666666666433e+03
74,-5.000000000000000000e+00,2.300000000000000711e+00,1.991706666666666479e+03
75,-5.000000000000000000e+00,2.400000000000000355e+00,1.991676666666666506e+03
76,-5.000000000000000000e+00,2.500000000000000000e+00,1.991666666666666515e+03
77,-5.000000000000000000e+00,2.600000000000000533e+00,1.991676666666666506e+03
78,-5.000000000000000000e+00,2.700000000000000178e+00,1.991706666666666479e+03
79,-5.000000000000000000e+00,2.800000000000000711e+00,1.991756666666666433e+03
80,-5.000000000000000000e+00,2.900000000000000355e+00,1.991826666666666597e+03
81,-5.000000000000000000e+00,3.000000000000000000e+00,1.991916666666666515e+03
82,-5.000000000000000000e+00,3.099999999999999645e+00,1.992026666666666415e+03
83,-5.000000000000000000e+00,3.200000000000001066e+00,1.992156666666666524e+03
84,-5.000000000000000000e+00,3.300000000000000711e+00,1.992306666666666615e+03
85,-5.000000000000000000e+00,3.400000000000000355e+00,1.992476666666666461e+03
86,-5.000000000000000000e+00,3.500000000000000000e+00,1.992666666666666515e+03
87,-5.000000000000000000e+00,3.599999999999999645e+00,1.992876666666666551e+03
88,-5.000000000000000000e+00,3.700000000000001066e+00,1.993106666666666570e+03
89,-5.000000000000000000e+00,3.800000000000000711e+00,1.993356666666666570e+03
90,-5.000000000000000000e+00,3.900000000000000355e+00,1.993626666666666551e+03
91,-5.000000000000000000e+00,4.000000000000000000e+00,1.993916666666666515e+03
92,-5.000000000000000000e+00,4.099999999999999645e+00,1.994226666666666461e+03
93,-5.000000000000000000e+00,4.200000000000001066e+00,1.994556666666666615e+03
94,-5.000000000000000000e+00,4.300000000000000711e+00,1.994906666666666524e+03
95,-5.000000000000000000e+00,4.400000000000000355e+00,1.995276666666666415e+03
96,-5.000000000000000000e+00,4.500000000000000000e+00,1.995666666666666515e+03
97,-5.000000000000000000e+00,4.600000000000001421e+00,1.996076666666666597e+03
98,-5.000000000000000000e+00,4.700000000000001066e+00,1.996506666666666433e+03
99,-5.000000000000000000e+00,4.800000000000000711e+00,1.996956666666666479e+03
100,-5.000000000000000000e+00,4.900000000000000355e+00,1.997426666666666506e+03
101,-5.000000000000000000e+00,5.000000000000000000e+00,1.997916666666666515e+03
102,-4.900000000000000355e+00,-5.000000000000000000e+00,1.799097095166667714e+03
103,-4.900000000000000355e+00,-4.900000000000000355e+00,1.797617095166667696e+03
104,-4.900000000000000355e+00,-4.799999999999999822e+00,1.796157095166667659e+03
105,-4.900000000000000355e+00,-4.700000000000000178e+00,1.794717095166667605e+03
106,-4.900000000000000355e+00,-4.599999999999999645e+00,1.793297095166667759e+03
107,-4.900000000000000355e+00,-4.500000000000000000e+00,1.791897095166667668e+03
108,-4.900000000000000355e+00,-4.400000000000000355e+00,1.790517095166667559e+03
109,-4.900000000000000355e+00,-4.299999999999999822e+00,1.789157095166667659e+03
110,-4.900000000000000355e+00,-4.200000000000000178e+00,1.787817095166667741e+03
111,-4.900000000000000355e+00,-4.099999999999999645e+00,1.786497095166667577e+03
112,-4.900000000000000355e+00,-4.000000000000000000e+00,1.785197095166667623e+03
113,-4.900000000000000355e+00,-3.899999999999999911e+00,1.783917095166667650e+03
114,-4.900000000000000355e+00,-3.799999999999999822e+00,1.782657095166667659e+03
115,-4.900000000000000355e+00,-3.700000000000000178e+00,1.781417095166667877e+03
116,-4.900000000000000355e+00,-3.599999999999999645e+00,1.780197095166667850e+03
117,-4.900000000000000355e+00,-3.500000000000000000e+00,1.778997095166667805e+03
118,-4.900000000000000355e+00,-3.399999999999999911e+00,1.777817095166667741e+03
119,-4.900000000000000355e+00,-3.299999999999999822e+00,1.776657095166667887e+03
120,-4.900000000000000355e+00,-3.200000000000000178e+00,1.775517095166667787e+03
121,-4.900000000000000355e+00,-3.099999999999999645e+00,1.774397095166667668e+03
122,-4.900000000000000355e+00,-3.000000000000000000e+00,1.773297095166667759e+03
123,-4.900000000000000355e+00,-2.899999999999999911e+00,1.772217095166667832e+03
124,-4.900000000000000355e+00,-2.799999999999999822e+00,1.771157095166667659e+03
125,-4.900000000000000355e+00,-2.699999999999999734e+00,1.770117095166667696e+03
126,-4.900000000000000355e+00,-2.599999999999999645e+00,1.769097095166667714e+03
127,-4.900000000000000355e+00,-2.500000000000000000e+00,1.768097095166667714e+03
128,-4.900000000000000355e+00,-2.399999999999999911e+00,1.767117095166667696e+03
129,-4.900000000000000355e+00,-2.299999999999999822e+00,1.766157095166667659e+03
130,-4.900000000000000355e+00,-2.199999999999999734e+00,1.765217095166667605e+03
131,-4.900000000000000355e+00,-2.099999999999999645e+00,1.764297095166667759e+03
132,-4.900000000000000355e+00,-2.000000000000000000e+00,1.763397095166667668e+03
133,-4.900000000000000355e+00,-1.899999999999999911e+00,1.762517095166667559e+03
134,-4.900000000000000355e+00,-1.799999999999999822e+00,1.761657095166667659e+03
135,-4.900000000000000355e+00,-1.699999999999999734e+00,1.760817095166667741e+03
136,-4.900000000000000355e+00,-1.599999999999999645e+00,1.759997095166667577e+03
137,-4.900000000000000355e+00,-1.500000000000000000e+00,1.759197095166667623e+03
138,-4.900000000000000355e+00,-1.399999999999999911e+00,1.758417095166667650e+03
139,-4.900000000000000355e+00,-1.299999999999999822e+00,1.757657095166667659e+03
140,-4.900000000000000355e+00,-1.199999999999999734e+00,1.756917095166667877e+03
141,-4.900000000000000355e+00,-1.099999999999999645e+00,1.756197095166667850e+03
142,-4.900000000000000355e+00,-1.000000000000000000e+00,1.755497095166667805e+03
143,-4.900000000000000355e+00,-8.999999999999994671e-01,1.754817095166667741e+03
144,-4.900000000000000355e+00,-7.999999999999998224e-01,1.754157095166667887e+03
145,-4.900000000000000355e+00,-7.000000000000001776e-01,1.753517095166667787e+03
146,-4.900000000000000355e+00,-5.999999999999996447e-01,1.752897095166667668e+03
147,-4.900000000000000355e+00,-5.000000000000000000e-01,1.752297095166667759e+03
148,-4.900000000000000355e+00,-3.999999999999994671e-01,1.751717095166667832e+03
149,-4.900000000000000355e+00,-2.999999999999998224e-01,1.751157095166667659e+03
150,-4.900000000000000355e+00,-1.999999999999992895e-01,1.750617095166667696e+03
151,-4.900000000000000355e+00,-9.999999999999964473e-02,1.750097095166667714e+03
152,-4.900000000000000355e+00,0.000000000000000000e+00,1.749597095166667714e+03
153,-4.900000000000000355e+00,1.000000000000005329e-01,1.749117095166667696e+03
154,-4.900000000000000355e+00,2.000000000000001776e-01,1.748657095166667659e+03
155,-4.900000000000000355e+00,3.000000000000007105e-01,1.748217095166667605e+03
156,-4.900000000000000355e+00,4.000000000000003553e-01,1.747797095166667759e+03
157,-4.900000000000000355e+00,5.000000000000000000e-01,1.747397095166667668e+03
158,-4.900000000000000355e+00,6.000000000000005329e-01,1.747017095166667559e+03
159,-4.900000000000000355e+00,7.000000000000001776e-01,1.746657095166667659e+03
160,-4.900000000000000355e+00,8.000000000000007105e-01,1.746317095166667741e+03
161,-4.900000000000000355e+00,9.000000000000003553e-01,1.745997095166667577e+03
162,-4.900000000000000355e+00,1.000000000000000000e+00,1.745697095166667623e+03
163,-4.900000000000000355e+00,1.100000000000000533e+00,1.745417095166667650e+03
164,-4.900000000000000355e+00,1.200000000000000178e+00,1.745157095166667659e+03
165,-4.900000000000000355e+00,1.300000000000000711e+00,1.744917095166667877e+03
166,-4.900000000000000355e+00,1.400000000000000355e+00,1.744697095166667850e+03
167,-4.900000000000000355e+00,1.500000000000000000e+00,1.744497095166667805e+03
168,-4.900000000000000355e+00,1.600000000000000533e+00,1.744317095166667741e+03
169,-4.900000000000000355e+00,1.700000000000000178e+00,1.744157095166667887e+03
170,-4.900000000000000355e+00,1.800000000000000711e+00,1.744017095166667787e+03
171,-4.900000000000000355e+00,1.900000000000000355e+00,1.743897095166667668e+03
172,-4.900000000000000355e+00,2.000000000000000000e+00,1.743797095166667759e+03
173,-4.900000000000000355e+00,2.100000000000000533e+00,1.743717095166667832e+03
174,-4.900000000000000355e+00,2.200000000000000178e+00,1.743657095166667659e+03
175,-4.900000000000000355e+00,2.300000000000000711e+00,1.743617095166667696e+03
176,-4.900000000000000355e+00,2.400000000000000355e+00,1.743597095166667714e+03
177,-4.900000000000000355e+00,2.500000000000000000e+00,1.743597095166667714e+03
178,-4.900000000000000355e+00,2.600000000000000533e+00,1.743617095166667696e+03
179,-4.900000000000000355e+00,2.700000000000000178e+00,1.743657095166667659e+03
180,-4.900000000000000355e+00,2.800000000000000711e+00,1.743717095166667605e+03
181,-4.900000000000000355e+00,2.900000000000000355e+00,1.743797095166667759e+03
182,-4.900000000000000355e+00,3.000000000000000000e+00,1.743897095166667668e+03
183,-4.900000000000000355e+00,3.099999999999999645e+00,1.744017095166667559e+03
184,-4.900000000000000355e+00,3.200000000000001066e+00,1.744157095166667659e+03
185,-4.900000000000000355e+00,3.300000000000000711e+00,1.744317095166667741e+03
186,-4.900000000000000355e+00,3.400000000000000355e+00,1.744497095166667577e+03
187,-4.900000000000000355e+00,3.500000000000000000e+00,1.744697095166667623e+03
188,-4.900000000000000355e+00,3.599999999999999645e+00,1.744917095166667650e+03
189,-4.900000000000000355e+00,3.700000000000001066e+00,1.745157095166667659e+03
190,-4.900000000000000355e+00,3.800000000000000711e+00,1.745417095166667877e+03
191,-4.900000000000000355e+00,3.900000000000000355e+00,1.745697095166667850e+03
192,-4.900000000000000355e+00,4.000000000000000000e+00,1.745997095166667805e+03
193,-4.900000000000000355e+00,4.099999999999999645e+00,1.746317095166667741e+03
194,-4.900000000000000355e+00,4.200000000000001066e+00,1.746657095166667887e+03
195,-4.900000000000000355e+00,4.300000000000000711e+00,1.747017095166667787e+03
196,-4.900000000000000355e+00,4.400000000000000355e+00,1.747397095166667668e+03
197,-4.900000000000000355e+00,4.500000000000000000e+00,1.747797095166667759e+03
198,-4.900000000000000355e+00,4.600000000000001421e+00,1.748217095166667832e+03
199,-4.900000000000000355e+00,4.700000000000001066e+00,1.748657095166667659e+03
200,-4.900000000000000355e+00,4.800000000000000711e+00,1.749117095166667696e+03
201,-4.900000000000000355e+00,4.900000000000000355e+00,1.749597095166667714e+03
202,-4.900000000000000355e+00,5.000000000000000000e+00,1.750097095166667714e+03
203,-4.799999999999999822e+00,-5.000000000000000000e+00,1.576128063999999540e+03
204,-4.799999999999999822e+00,-4.900000000000000355e+00,1.574658063999999513e+03
205,-4.799999999999999822e+00,-4.799999999999999822e+00,1.573208063999999467e+03
206,-4.799999999999999822e+00,-4.700000000000000178e+00,1.571778063999999404e+03
207,-4.799999999999999822e+00,-4.599999999999999645e+00,1.570368063999999549e+03
208,-4.799999999999999822e+00,-4.500000000000000000e+00,1.568978063999999449e+03
209,-4.799999999999999822e+00,-4.400000000000000355e+00,1.567608063999999331e+03
210,-4.799999999999999822e+00,-4.299999999999999822e+00,1.566258063999999649e+03
211,-4.799999999999999822e+00,-4.200000000000000178e+00,1.564928063999999722e+03
212,-4.799999999999999822e+00,-4.099999999999999645e+00,1.563618063999999549e+03
213,-4.799999999999999822e+00,-4.000000000000000000e+00,1.562328063999999586e+03
214,-4.799999999999999822e+00,-3.899999999999999911e+00,1.561058063999999604e+03
215,-4.799999999999999822e+00,-3.799999999999999822e+00,1.559808063999999604e+03
216,-4.799999999999999822e+00,-3.700000000000000178e+00,1.558578063999999586e+03
217,-4.799999999999999822e+00,-3.599999999999999645e+00,1.557368063999999549e+03
218,-4.799999999999999822e+00,-3.500000000000000000e+00,1.556178063999999495e+03
219,-4.799999999999999822e+00,-3.399999999999999911e+00,1.555008063999999422e+03
220,-4.799999999999999822e+00,-3.299999999999999822e+00,1.553858063999999558e+03
221,-4.799999999999999822e+00,-3.200000000000000178e+00,1.552728063999999449e+03
222,-4.799999999999999822e+00,-3.099999999999999645e+00,1.551618063999999549e+03
223,-4.799999999999999822e+00,-3.000000000000000000e+00,1.550528063999999631e+03
224,-4.799999999999999822e+00,-2.899999999999999911e+00,1.549458063999999695e+03
225,-4.799999999999999822e+00,-2.799999999999999822e+00,1.548408063999999513e+03
226,-4.799999999999999822e+00,-2.699999999999999734e+00,1.547378063999999540e+03
227,-4.799999999999999822e+00,-2.599999999999999645e+00,1.546368063999999549e+03
228,-4.799999999999999822e+00,-2.500000000000000000e+00,1.545378063999999540e+03
229,-4.799999999999999822e+00,-2.399999999999999911e+00,1.544408063999999513e+03
230,-4.799999999999999822e+00,-2.299999999999999822e+00,1.543458063999999467e+03
231,-4.799999999999999822e+00,-2.199999999999999734e+00,1.542528063999999404e+03
232,-4.799999999999999822e+00,-2.099999999999999645e+00,1.541618063999999549e+03
233,-4.799999999999999822e+00,-2.000000000000000000e+00,1.540728063999999449e+03
234,-4.799999999999999822e+00,-1.899999999999999911e+00,1.539858063999999331e+03
235,-4.799999999999999822e+00,-1.799999999999999822e+00,1.539008063999999649e+03
236,-4.799999999999999822e+00,-1.699999999999999734e+00,1.538178063999999722e+03
237,-4.799999999999999822e+00,-1.599999999999999645e+00,1.537368063999999549e+03
238,-4.799999999999999822e+00,-1.500000000000000000e+00,1.536578063999999586e+03
239,-4.799999999999999822e+00,-1.399999999999999911e+00,1.535808063999999604e+03
240,-4.799999999999999822e+00,-1.299999999999999822e+00,1.535058063999999604e+03
241,-4.799999999999999822e+00,-1.199999999999999734e+00,1.534328063999999586e+03
242,-4.799999999999999822e+00,-1.099999999999999645e+00,1.533618063999999549e+03
243,-4.799999999999999822e+00,-1.000000000000000000e+00,1.532928063999999495e+03
244,-4.799999999999999822e+00,-8.999999999999994671e-01,1.532258063999999422e+03
245,-4.799999999999999822e+00,-7.999999999999998224e-01,1.531608063999999558e+03
246,-4.799999999999999822e+00,-7.000000000000001776e-01,1.530978063999999449e+03
247,-4.799999999999999822e+00,-5.999999999999996447e-01,1.530368063999999549e+03
248,-4.799999999999999822e+00,-5.000000000000000000e-01,1.529778063999999631e+03
249,-4.799999999999999822e+00,-3.999999999999994671e-01,1.529208063999999695e+03
250,-4.799999999999999822e+00,-2.999999999999998224e-01,1.528658063999999513e+03
251,-4.799999999999999822e+00,-1.999999999999992895e-01,1.528128063999999540e+03
252,-4.799999999999999822e+00,-9.999999999999964473e-02,1.527618063999999549e+03
253,-4.799999999999999822e+00,0.000000000000000000e+00,1.527128063999999540e+03
254,-4.799999999999999822e+00,1.000000000000005329e-01,1.526658063999999513e+03
255,-4.799999999999999822e+00,2.000000000000001776e-01,1.526208063999999467e+03
256,-4.799999999999999822e+00,3.000000000000007105e-01,1.525778063999999404e+03
257,-4.799999999999999822e+00,4.000000000000003553e-01,1.525368063999999549e+03
258,-4.799999999999999822e+00,5.000000000000000000e-01,1.524978063999999449e+03
259,-4.799999999999999822e+00,6.000000000000005329e-01,1.524608063999999331e+03
260,-4.799999999999999822e+00,7.000000000000001776e-01,1.524258063999999649e+03
261,-4.799999999999999822e+00,8.000000000000007105e-01,1.523928063999999722e+03
262,-4.799999999999999822e+00,9.000000000000003553e-01,1.523618063999999549e+03
263,-4.799999999999999822e+00,1.000000000000000000e+00,1.523328063999999586e+03
264,-4.799999999999999822e+00,1.100000000000000533e+00,1.523058063999999604e+03
265,-4.799999999999999822e+00,1.200000000000000178e+00,1.522808063999999604e+03
266,-4.799999999999999822e+00,1.300000000000000711e+00,1.522578063999999586e+03
267,-4.799999999999999822e+00,1.400000000000000355e+00,1.522368063999999549e+03
268,-4.799999999999999822e+00,1.500000000000000000e+00,1.522178063999999495e+03
269,-4.799999999999999822e+00,1.600000000000000533e+00,1.522008063999999422e+03
270,-4.799999999999999822e+00,1.700000000000000178e+00,1.521858063999999558e+03
271,-4.799999999999999822e+00,1.800000000000000711e+00,1.521728063999999449e+03
272,-4.799999999999999822e+00,1.900000000000000355e+00,1.521618063999999549e+03
273,-4.799999999999999822e+00,2.000000000000000000e+00,1.521528063999999631e+03
274,-4.799999999999999822e+00,2.100000000000000533e+00,1.521458063999999695e+03
275,-4.799999999999999822e+00,2.200000000000000178e+00,1.521408063999999513e+03
276,-4.799999999999999822e+00,2.300000000000000711e+00,1.521378063999999540e+03
277,-4.799999999999999822e+00,2.400000000000000355e+00,1.521368063999999549e+03
278,-4.799999999999999822e+00,2.500000000000000000e+00,1.521378063999999540e+03
279,-4.799999999999999822e+00,2.600000000000000533e+00,1.521408063999999513e+03
280,-4.799999999999999822e+00,2.700000000000000178e+00,1.521458063999999467e+03
281,-4.799999999999999822e+00,2.800000000000000711e+00,1.521528063999999404e+03
282,-4.799999999999999822e+00,2.900000000000000355e+00,1.521618063999999549e+03
283,-4.799999999999999822e+00,3.000000000000000000e+00,1.521728063999999449e+03
284,-4.799999999999999822e+00,3.099999999999999645e+00,1.521858063999999331e+03
285,-4.799999999999999822e+00,3.200000000000001066e+00,1.522008063999999649e+03
286,-4.799999999999999822e+00,3.300000000000000711e+00,1.522178063999999722e+03
287,-4.799999999999999822e+00,3.400000000000000355e+00,1.522368063999999549e+03
288,-4.799999999999999822e+00,3.500000000000000000e+00,1.522578063999999586e+03
289,-4.799999999999999822e+00,3.599999999999999645e+00,1.522808063999999604e+03
290,-4.799999999999999822e+00,3.700000000000001066e+00,1.523058063999999604e+03
291,-4.799999999999999822e+00,3.800000000000000711e+00,1.523328063999999586e+03
292,-4.799999999999999822e+00,3.900000000000000355e+00,1.523618063999999549e+03
293,-4.799999999999999822e+00,4.000000000000000000e+00,1.523928063999999495e+03
294,-4.799999999999999822e+00,4.099999999999999645e+00,1.524258063999999422e+03
295,-4.799999999999999822e+00,4.200000000000001066e+00,1.524608063999999558e+03
296,-4.799999999999999822e+00,4.300000000000000711e+00,1.524978063999999449e+03
297,-4.799999999999999822e+00,4.400000000000000355e+00,1.525368063999999549e+03
298,-4.799999999999999822e+00,4.500000000000000000e+00,1.525778063999999631e+03
299,-4.799999999999999822e+00,4.600000000000001421e+00,1.526208063999999695e+03
300,-4.799999999999999822e+00,4.700000000000001066e+00,1.526658063999999513e+03
301,-4.799999999999999822e+00,4.800000000000000711e+00,1.527128063999999540e+03
302,-4.799999999999999822e+00,4.900000000000000355e+00,1.527618063999999549e+03
303,-4.799999999999999822e+00,5.000000000000000000e+00,1.528128063999999540e+03
304,-4.700000000000000178e+00,-5.000000000000000000e+00,1.376849383166666939e+03
305,-4.700000000000000178e+00,-4.900000000000000355e+00,1.375389383166666903e+03
306,-4.700000000000000178e+00,-4.799999999999999822e+00,1.373949383166666848e+03
307,-4.700000000000000178e+00,-4.700000000000000178e+00,1.372529383166666776e+03
308,-4.700000000000000178e+00,-4.599999999999999645e+00,1.371129383166666912e+03
309,-4.700000000000000178e+00,-4.500000000000000000e+00,1.369749383166667030e+03
310,-4.700000000000000178e+00,-4.400000000000000355e+00,1.368389383166666903e+03
311,-4.700000000000000178e+00,-4.299999999999999822e+00,1.367049383166666985e+03
312,-4.700000000000000178e+00,-4.200000000000000178e+00,1.365729383166667048e+03
313,-4.700000000000000178e+00,-4.099999999999999645e+00,1.364429383166666867e+03
314,-4.700000000000000178e+00,-4.000000000000000000e+00,1.363149383166666894e+03
315,-4.700000000000000178e+00,-3.899999999999999911e+00,1.361889383166666903e+03
316,-4.700000000000000178e+00,-3.799999999999999822e+00,1.360649383166666894e+03
317,-4.700000000000000178e+00,-3.700000000000000178e+00,1.359429383166667094e+03
318,-4.700000000000000178e+00,-3.599999999999999645e+00,1.358229383166667048e+03
319,-4.700000000000000178e+00,-3.500000000000000000e+00,1.357049383166666985e+03
320,-4.700000000000000178e+00,-3.399999999999999911e+00,1.355889383166666903e+03
321,-4.700000000000000178e+00,-3.299999999999999822e+00,1.354749383166667030e+03
322,-4.700000000000000178e+00,-3.200000000000000178e+00,1.353629383166666912e+03
323,-4.700000000000000178e+00,-3.099999999999999645e+00,1.352529383166666776e+03
324,-4.700000000000000178e+00,-3.000000000000000000e+00,1.351449383166666848e+03
325,-4.700000000000000178e+00,-2.899999999999999911e+00,1.350389383166667130e+03
326,-4.700000000000000178e+00,-2.799999999999999822e+00,1.349349383166666939e+03
327,-4.700000000000000178e+00,-2.699999999999999734e+00,1.348329383166666958e+03
328,-4.700000000000000178e+00,-2.599999999999999645e+00,1.347329383166666958e+03
329,-4.700000000000000178e+00,-2.500000000000000000e+00,1.346349383166666939e+03
330,-4.700000000000000178e+00,-2.399999999999999911e+00,1.345389383166666903e+03
331,-4.700000000000000178e+00,-2.299999999999999822e+00,1.344449383166666848e+03
332,-4.700000000000000178e+00,-2.199999999999999734e+00,1.343529383166666776e+03
333,-4.700000000000000178e+00,-2.099999999999999645e+00,1.342629383166666912e+03
334,-4.700000000000000178e+00,-2.000000000000000000e+00,1.341749383166667030e+03
335,-4.700000000000000178e+00,-1.899999999999999911e+00,1.340889383166666903e+03
336,-4.700000000000000178e+00,-1.799999999999999822e+00,1.340049383166666985e+03
337,-4.700000000000000178e+00,-1.699999999999999734e+00,1.339229383166667048e+03
338,-4.700000000000000178e+00,-1.599999999999999645e+00,1.338429383166666867e+03
339,-4.700000000000000178e+00,-1.500000000000000000e+00,1.337649383166666894e+03
340,-4.700000000000000178e+00,-1.399999999999999911e+00,1.336889383166666903e+03
341,-4.700000000000000178e+00,-1.299999999999999822e+00,1.336149383166666894e+03
342,-4.700000000000000178e+00,-1.199999999999999734e+00,1.335429383166667094e+03
343,-4.700000000000000178e+00,-1.099999999999999645e+00,1.334729383166667048e+03
344,-4.700000000000000178e+00,-1.000000000000000000e+00,1.334049383166666985e+03
345,-4.700000000000000178e+00,-8.999999999999994671e-01,1.333389383166666903e+03
346,-4.700000000000000178e+00,-7.999999999999998224e-01,1.332749383166667030e+03
347,-4.700000000000000178e+00,-7.000000000000001776e-01,1.332129383166666912e+03
348,-4.700000000000000178e+00,-5.999999999999996447e-01,1.331529383166666776e+03
349,-4.700000000000000178e+00,-5.000000000000000000e-01,1.330949383166666848e+03
350,-4.700000000000000178e+00,-3.999999999999994671e-01,1.330389383166667130e+03
351,-4.700000000000000178e+00,-2.999999999999998224e-01,1.329849383166666939e+03
352,-4.700000000000000178e+00,-1.999999999999992895e-01,1.329329383166666958e+03
353,-4.700000000000000178e+00,-9.999999999999964473e-02,1.328829383166666958e+03
