,ATMP_In_F,ATMP_In_P,ATMP_In_T,BFW_F,BFW_P,BFW_T,ECON_OUT_F,ECON_OUT_P,ECON_OUT_T,FG_2_AIRPH_Fm,FG_2_AIRPH_P,FG_2_AIRPH_T,FG_2_ECON_Fm,FG_2_ECON_P,FG_2_ECON_T,FG_2_FSH_Fm,FG_2_FSH_P,FG_2_FSH_T,FG_2_PrSH_Fm,FG_2_PrSH_P,FG_2_PrSH_T,FG_2_RH_Fm,FG_2_RH_P,FG_2_RH_T,FG_PrSH_2_Mix_Fm,FG_PrSH_2_Mix_P,FG_PrSH_2_Mix_T,FG_RH_2_Mix_Fm,FG_RH_2_Mix_P,FG_RH_2_Mix_T,FSH_In_F,FSH_In_P,FSH_In_T,MS_F,MS_P,MS_T,POWER_GROSS,PlatenSH_IN_F,PlatenSH_IN_P,PlatenSH_IN_T,PrSH_IN_F,PrSH_IN_P,PrSH_IN_T,RHT_COLD_F,RHT_COLD_P,RHT_COLD_T,RHT_HOT_F,RHT_HOT_P,RHT_HOT_T
10,27133.31634802305,25952019.358148675,723.1383090155954,28521.96067992395,26922557.70057438,467.57149842490924,26402.72560248208,26250858.281542804,519.9815933705627,580.2741465052807,99781.87518176695,497.1244400692308,576.029481934039,99245.27975631037,696.1220999342795,581.2166405269436,100798.80579891603,1500.4172951238731,154.56717270705877,100391.12779476494,1251.3302110062518,418.31743679824444,100186.24198320288,1257.4413938009036,161.13149135153267,100286.05743266526,695.3117483588425,414.960142365486,100192.03666451931,707.1973146347012,26377.52722639431,26106299.228083126,680.0024080916603,27679.312584229785,25952199.473955307,721.7670815114938,590007237.3410536,28961.791211086755,26106998.060760986,668.0889616401856,26096.4451768284,26249583.260123797,654.7779680981515,24818.206323033042,3676603.9460531333,582.1522882554714,24708.814651439134,3118861.419612372,853.5204090739159
11,28601.562702014035,25950922.381180182,729.2964482115517,27725.090410764984,26923237.42363026,466.8972212827627,28750.480741695064,26251676.841568463,530.594437199078,583.5857493192095,99586.55559082239,487.6226557988512,581.2750836387146,100651.77603397962,688.2552103598298,577.7732654502205,100308.88916952896,1507.5932539342805,155.4689931238499,100261.81367637655,1251.9588806493687,411.40367737949884,100979.97528866751,1259.3400374302016,157.03633119814154,99857.48052889352,693.3435542168446,423.9798410831939,101332.02634554738,700.4524856418566,26589.964475590794,26105878.551735174,673.8596277502015,26462.4262385128,25955005.56034267,734.5913422065137,589992039.8215859,27620.798570475115,26107757.378039427,665.9649991724839,27253.869056330703,26250294.393571034,654.5545218606039,24534.9015464526,3676610.5695956694,581.2811107336393,23391.139701576285,3117749.9365429026,859.0514817857006
12,27472.315437794747,25951759.046709232,725.369211994399,28207.858848462984,26921343.957669023,457.32087860808787,28155.028888960544,26250164.447743542,525.8230083974404,581.3504350088274,100004.00067287481,485.4095730307056,588.7839388576671,100706.7004971636,696.6648873983495,580.6215242807164,100785.06223664439,1492.9872685463558,162.9770008816969,101363.50654029522,1265.4220230391768,408.6521424964754,99418.232741666,1258.6509032621543,158.62863501658424,99760.26557239771,689.4753239933699,418.2075690635106,100252.58183971197,697.7153742887612,27132.10259432221,26109032.90852699,683.3295391784733,28374.783040001796,25953442.229405638,730.2727341131408,589995351.7340409,26896.57626950703,26108116.085429747,668.1436026458765,27721.204751861434,26251404.16544987,659.9237929475814,26367.052404289996,3678131.198018451,581.416281716544,23595.696198964448,3119079.0048940307,858.2440671780732
13,27144.564892704115,25952908.093431648,738.2490621630307,27618.330566726017,26922946.61685502,473.95996664011705,26941.721712924656,26251478.517982125,527.3397898152874,583.6139200099365,101028.77350587348,498.3197613207776,579.8995325675689,99772.42339312956,699.6331868812764,589.4436421841647,99947.79706441188,1506.578668443618,167.44979403611782,100726.56618690027,1256.9290803127385,417.84273256991855,99945.60942485415,1262.338131085554,153.73349249847473,99972.0637044931,684.6466076573471,412.89208588416506,100148.83818415384,702.8361599490327,27530.080308846413,26107639.154149126,673.44578504733,27277.369255930626,25951515.065900806,729.4206362336389,589990857.515966,25600.225120245854,26107856.46099586,674.5227150668486,27593.878774572786,26251668.85615042,665.051052293313,23327.290953198757,3677133.6881477786,575.1674039392932,24453.000395847663,3119972.950773279,854.3792111917991
14,26651.232354101227,25951886.275249943,733.428553798354,27735.60737313441,26922677.89297945,469.5964886699617,26378.11384969487,26251197.73184765,528.0791789363129,587.5439280939029,100149.58553766696,492.0649690705675,577.0973776987938,100260.69883313305,700.1007444432888,583.2771810722209,100183.55943477982,1498.5997438751394,160.42406600550632,100485.95253040046,1256.722439220831,407.43064849911457,100036.83048893393,1257.2033003966758,160.09697661800587,100164.45711021188,696.9292172643842,421.10895298211784,99849.707302716,704.5230102493733,28480.966219942355,26108487.21119906,688.3797890321594,27782.231630296053,25951715.909583498,722.8378390788691,589987206.7574041,27086.724549204057,26107222.124745514,665.3380187383523,26754.31222822371,26251120.382189345,664.2211884402964,22425.410280780452,3678470.911841065,587.8665969035021,22778.877295549002,3118345.4594882024,860.3150128268859
15,27515.906518820986,25954102.72052709,722.8073221079678,27955.20521495678,26921297.444056462,465.50039143099036,26266.234307554358,26251914.406451523,535.5427836572037,589.6748474129311,100589.68537281216,494.2217662181993,586.6956540113085,100824.47567783759,685.6117789178859,583.1055045974017,100456.95906695031,1498.0583067527082,169.7140511391605,99353.78993310123,1262.154835054354,415.9721586426904,101105.17062699054,1253.568900078543,169.74814561146465,100553.52101019883,694.7256135422804,418.27782677701686,99756.02451012113,702.4363278322116,28319.184170844128,26105474.03988705,675.9917781217089,27644.285002938603,25954723.621683147,720.9385323090398,589986618.530658,27602.295530057025,26106683.569868907,668.6247444433036,28132.56429235707,26250964.476202466,661.3927705012713,24466.25728455061,3676212.9414998926,583.4820083501785,23800.763177858713,3119182.967192891,865.1959987376894
16,25562.121632801554,25953964.611832477,733.5789701293318,27833.881787392278,26921917.500824165,465.9538428856449,28911.909054337873,26249834.979281686,522.0253941575514,584.3121477876927,100257.63149741947,485.7243644182378,574.561352711142,98893.36858427875,699.833906721149,585.2477265445367,99921.6739529375,1501.3034898750768,164.23844533955457,99485.83770448742,1256.8580135917607,416.2868190378969,100731.4167657129,1259.467720364222,161.65584293754534,100163.40985989723,682.3576182819882,422.5266278450353,99627.39791039424,704.6478638631921,27574.191878344416,26109534.583206996,673.7286864801849,30004.525327994448,25955217.088466145,722.6331147444206,589995857.1748672,27257.88834701043,26106873.37658101,671.2311076551854,27449.375602833254,26251296.437331364,659.3237482991273,23870.52751182217,3675443.352008686,580.1720140132571,23113.633682822627,3117751.722430802,861.2587601572391
17,29273.0746543977,25954597.155164592,727.8288866395792,28355.657903596548,26921917.75463951,474.30365854742877,27172.01135387521,26250120.56155633,527.7579549662233,578.9760520763159,100343.52111703722,484.4306931275352,584.7651958160011,100902.35606048648,708.4262883213505,584.6158865508322,99487.25687231039,1494.640049137016,173.24744815968617,100985.81931162514,1265.5726427469451,416.4381620940283,100158.50572194425,1246.001127921244,159.139192290021,99808.27749456398,684.0920144307026,414.2735164769462,99516.01883133923,700.8431487267983,27820.541062747478,26107795.23589161,682.0377913484862,25072.249247517422,25953564.273960516,726.8820219800393,589996828.16988,25094.14334060532,26107151.049341552,666.1254788809134,28237.425847451108,26251292.33939055,664.2708191806972,23269.002520871552,3676361.547662142,580.7736074302952,24398.760278539507,3119111.9530295213,863.8772265388706
18,28250.068585450277,25952761.86823816,735.947397923057,26954.00866781803,26922334.536854483,469.0380908955458,27169.5645442745,26251239.22336409,524.7282665374556,584.3493178281609,100049.8492584113,496.27855667951746,585.7480122850959,100329.91761721564,701.6122869863816,577.1778479309887,100162.15352654259,1495.1405067135145,164.44942352471193,100827.37808727116,1258.2631313704783,421.667970939495,99829.9077093411,1253.4469270682978,175.0598965703875,100078.94393168918,689.1844362217529,415.2943863169849,99381.21619752696,695.099956933027,29006.45423329467,26107944.044314947,690.8131623604937,28207.57059021251,25952795.57821263,726.9301945223337,589997428.2568821,27858.37175010751,26109100.56056704,678.7195675575584,26971.348346377865,26250234.36056549,668.3369972101254,23077.24806298643,3677045.6901287227,577.5682548327813,24967.942090897846,3118502.1261595357,858.2754192593169
19,25587.92214841927,25952992.20502486,727.1288454243952,27282.563770558776,26923026.209681638,466.42553392998076,26962.396445575185,26252960.05237693,524.923011658201,579.040223103913,100734.42026650054,488.2144445375593,585.3150743097976,100414.34735075475,705.9430349032207,579.572135776279,99984.53805351238,1505.5480978514424,167.432693195256,100728.12513952453,1267.585453164054,406.5612893212778,99860.81168448158,1259.5761133055546,154.1963100048832,100269.09012019176,686.3844356512301,405.4922441977888,100557.65726724578,700.2309240352924,26965.293053596168,26107806.092799842,680.8178339042895,26506.310406235003,25951456.688459825,728.8430286013149,589995626.2564464,27326.04042406457,26108093.32699213,665.9170965242654,27935.523539601014,26250944.454575278,665.996175754891,22297.967457174887,3676568.2681070166,586.998543007403,24027.808701094604,3119303.1217755205,859.4304516337952
20,27574.106066720495,25958417.494766686,727.5221186363932,26570.055163253895,26923349.578546245,461.3341831786273,26701.872645378346,26254123.96369719,533.8832382349649,580.686954009576,100339.81508941135,487.29067289357545,574.4778392979222,99522.18278170165,692.5430094619578,579.1763917068766,100550.78079220465,1497.2888928250782,167.04162251648162,99958.46922924356,1252.8886557000144,419.6367622071489,100533.46419776925,1250.0015184322224,170.19618966709112,100363.81928079635,683.6028714075677,411.53956195155536,101197.63252484395,700.243267892941,27051.712317606318,26112720.317205448,680.5501948490581,27376.808514889737,25956123.53847763,734.341730721196,585022865.0290756,27943.758121522078,26110549.86395714,672.8524582433326,27323.079855202843,26254679.298621014,656.9951937393147,24191.825138276534,3677888.956438792,578.3129848372425,23057.401279076756,3128793.0053045335,862.2553154497692
21,26966.9701325461,25957727.0069238,726.7212333691706,27049.44197436051,26922223.74329182,466.7657096580604,27642.216065131022,26253422.482495993,528.2901954390748,582.025145524704,99861.8312081662,498.1027971549802,576.672934508091,100330.52459099455,702.759174706654,574.5959109081374,99980.08862129366,1483.2077303148333,160.5894658541276,100049.22904900127,1249.3716994517351,417.98941114811527,100394.41519618902,1258.6698276055804,161.86439889432455,100450.58806640118,684.7082309388519,407.8211452202155,100951.00038170222,698.0666714462809,27034.04015172553,26111731.146534488,687.511021531024,26844.796051608373,25956016.97443051,731.3174568707899,584987712.6497298,27299.944458720478,26111008.948590845,665.7676014688853,25699.948575568826,26254049.517811447,668.5765486003448,23638.78258601979,3679114.405884188,579.4287338791881,22635.2951567514,3126295.7360686096,853.8065189970017
22,26476.234886709914,25957171.33065649,729.8455945321267,25855.659686986015,26922883.14195995,473.5959069653118,26563.90267539542,26254093.681680348,527.4334396903728,575.5932124727105,99987.99411027502,498.70165471835,583.9501461537935,100512.06513072537,702.6461036585551,582.219297404756,100598.22190173782,1491.8361402721998,172.2669024594303,99923.6265744324,1251.564288979641,418.27029096781234,99473.67235912934,1260.950891416376,158.18986846515116,100364.16532348235,689.039226627533,420.2823626141257,100542.48271817138,700.272918608878,25306.83211231719,26113027.744473137,685.78976901768,28319.063141121478,25959775.471791256,733.0267786915845,584995080.1410748,27356.262163164436,26111543.309204943,675.7129507883083,29823.116377722425,26254359.776011277,666.3860113604777,25213.45298697363,3674951.3188887853,573.9118270115143,24125.31465027692,3126573.3091800655,852.8216379121245
23,26334.85633861656,25957005.076179143,739.2772506612084,25983.703056121245,26920779.477691308,472.22169929096736,29024.197515348365,26252939.44018932,520.747731199219,571.4737596070158,100559.0086420517,492.27508878381184,563.4387714672141,99824.12602808196,695.1912979421543,586.4654181880505,99385.29660922113,1485.4023219851076,164.2255686080226,100152.79968544644,1268.2029993680626,414.7679501274935,99960.52983556598,1261.9679727271446,159.20364653547423,101224.43272196637,692.0092654763467,414.1396062497149,99884.20661374916,701.7502266458921,26803.47323409747,26112021.42862883,686.4775868791553,26185.35036619519,25955716.038496032,730.1921239394092,585008728.7777455,27315.089078110304,26111289.879978575,663.4841981860568,28080.182575166436,26253799.380570684,662.9749043949026,24111.310673464854,3676522.531247829,577.2751124541405,23462.9270460495,3128015.5305241,862.8545682506012
24,27079.06628285741,25958912.513076514,725.638689598282,27393.29382004184,26922432.224040892,467.5773159224286,26071.64379689922,26256744.9137807,525.8324869886677,585.6527322150407,100320.53064513612,487.49244191466664,564.8259014545171,100267.19391260315,706.520462244348,584.9128289319847,100367.09531218234,1489.9577566483242,159.91769143714694,100540.01893435477,1263.6002501176845,412.1848215270755,99474.69681163912,1258.3871685786753,165.91962467841478,99506.50476880869,685.7858175114904,415.38733143206576,99674.35326797122,706.3267587969423,29394.16415749319,26111706.45704973,676.0679317567132,27849.858460745992,25959952.312680837,727.6331325440661,584992251.1943702,27541.013432218413,26110647.61891619,665.3276125329959,27332.320191430423,26253585.32790818,670.3912706234187,24392.080518515184,3678231.8594945977,588.0440266971666,25716.052539284654,3126632.566692637,859.8562767880131
25,25677.939633149334,25959274.709188744,734.3522379318078,28317.979160920273,26921225.756459136,477.17509965247046,27717.92657403991,26254373.751242954,523.6177505409667,578.3769183680771,99549.87544637827,492.9832489246093,580.7880474073545,99589.34497724811,698.5487209303973,570.6290308888856,99814.37671154093,1484.730719763986,161.12764566512763,100037.5617616749,1252.9618903295423,413.2615739453317,100386.7807914614,1256.2030315255624,168.19037407759146,100150.01444020843,676.6841662038037,404.18597106186826,99990.19937056926,696.2717093486779,27292.076468346866,26112646.180655655,681.5505770756497,24625.89193711381,25956644.896706555,721.3385215885281,585006723.1864761,26559.196228340956,26111915.855310347,663.0264624026048,25978.450976959884,26255718.788214337,665.111930740865,24998.015149388226,3678555.96052449,569.5362898048778,26128.63992235947,3127936.444981903,847.9502900432542
26,27966.376042316573,25958277.703089163,724.1469336771556,29376.34761834694,26922204.343477447,464.3799928960738,26205.280392967557,26252657.587283134,522.7755451228668,579.3311459177748,100230.78561091928,495.7094116116837,577.904600068131,99390.82236834551,701.5593951606033,573.7148546637877,100630.09695427955,1494.9886414136574,155.0019576995953,100807.48717117896,1256.2251507356032,412.9943592419355,100133.34151446351,1256.8560818767658,163.15276679638876,99995.42926483028,683.6107176162876,405.54907439732744,99240.8146007437,699.315983615336,28795.49054597426,26111546.457765765,684.9304182923208,28373.417583337763,25957933.541672226,730.3656982708443,585002999.9288523,28870.63855410279,26111285.925258927,671.5963193587199,28477.356810352638,26254063.923307605,652.0123771708058,23775.62216117057,3678036.759059706,586.0071135293797,21657.573333768323,3125860.1751126265,850.4510688728776
27,27177.27702156945,25957554.160160944,734.1034946215075,27030.928138196203,26921985.32893483,469.43736534213883,25929.05889062899,26254763.48359529,528.5333518017345,570.4145513448763,100155.33582233891,486.85163100565234,577.3098912760528,99535.03017848212,689.6947265456456,584.1180949648026,99367.66540745703,1492.124859192036,162.54936190895341,100228.6211052228,1265.819758647837,416.49732596859644,100156.92580349237,1248.005777614061,161.15404842711038,99646.20159109996,693.9770212196935,414.7423550051989,100143.56593946442,700.7645461271761,27174.257642833483,26110323.65651169,684.3529754684519,26292.79402671455,25959240.801054258,734.2436149608251,584991853.9358779,26794.22879886428,26110162.718179483,665.4589441361218,27005.47432868017,26253239.112469606,663.7500981080283,22582.063084348913,3677394.6660769386,580.6304604195406,23472.397919991545,3125189.7123036394,864.3159466154488
28,27543.327577691853,25957369.28977474,727.3729356887065,28169.880280055906,26920745.39342597,468.6663889197514,27718.177969252516,26253299.7231783,525.700145752132,581.8757948011211,100377.39361014415,494.88758826956433,575.4123223681182,100167.38862714001,702.5471783414112,578.5527405017835,100059.52870917368,1499.5850780543662,170.42853972131644,99009.21526481936,1251.6820743716935,420.5394711667458,100617.47663109854,1261.9004553788238,160.16258906862188,99514.03848268282,681.2209380265261,408.3564786051142,100968.94490890716,707.0129095001015,25710.231043368585,26110846.739312362,679.4491109637526,26762.866293982002,25959323.94027839,724.8091503100376,584986790.5702608,25785.17131374407,26111254.596807938,673.3188612591497,26126.17755172051,26253955.797071956,663.5031928900385,23642.687020942623,3677983.4830882167,590.1263159853469,24774.093640317275,3127021.3864800315,864.1227956057479
29,27616.010160995826,25956284.326650973,736.1907256574901,28031.9076123043,26920883.77464486,469.53139153279557,25821.813578853842,26253230.551748365,528.1608137123303,586.0859748108306,99969.46141271858,491.86566787273347,575.2843970240307,100386.03372328494,703.6984802086521,588.0859324995597,100062.27017117248,1496.6271316894702,161.33332580306774,100026.68304909155,1259.2626503870667,420.12844376839803,99850.82820725831,1254.8746926085535,170.70602490027446,100051.6603017605,692.9287264001065,410.18084781390706,99883.10274682728,705.8362266262747,27412.27311723794,26112608.902296375,675.0097200854696,27680.30648596779,25956418.781177286,733.362824776811,584991495.6601298,27398.194992496563,26110407.33666028,658.7990848309039,27397.86303955317,26254583.46526292,668.5094606686242,23540.983304248013,3676951.170604649,581.3525213790973,25192.169873852512,3127431.3469053996,851.8039789701238
30,26600.57359460495,25964528.513793513,734.1860667174224,27434.383055219063,26922866.599340536,464.6130965409639,27437.56578779215,26257830.55669507,526.4466627638681,571.6286200112072,100521.69937855541,484.6854114822328,574.7410673608241,100182.14184398315,697.8106322325382,567.2322804514957,100914.3636523456,1487.376264237133,157.84149957099396,100221.74626735972,1243.599888756145,418.94096437430994,99223.45439618848,1257.382152399497,157.81341126691748,99762.42948169496,687.7388190362094,415.98892881230245,99012.12999671827,688.300669941612,25860.2710733008,26117432.6334716,676.7648707925432,27614.66860649498,25964148.316609737,727.2423467583505,580011101.1520556,27723.73151757252,26115793.038203776,663.377503939609,26726.048732284187,26258339.849937774,660.2131366454533,24388.635660471296,3676996.7010218934,579.240566613532,22476.54556842767,3133777.2730857325,863.2478573007609
31,27001.09422858261,25963303.73222422,729.7803643617864,27150.688333351456,26921908.473710984,468.8292562743455,26996.12786699659,26259637.462698817,528.5007463692198,567.1567695831175,100357.5699712894,491.4898844467258,579.82503780583,100209.85958488131,699.8219559860527,572.6519438072493,101462.91350770005,1492.8139709698567,159.59313737472453,100350.6048660218,1253.671332912024,413.4779628911792,99848.28750158675,1251.159320411471,145.42190190942222,99777.00669024681,688.6378512561072,420.7670982599914,100770.5591267739,707.4408745986341,27572.57675424771,26116362.8865491,690.43524612969,25681.03283182241,25966743.53137134,735.0133352095727,579996599.1151656,25488.5426201537,26116678.392942175,666.2993890045268,27266.627501655592,26258297.03436501,662.7574303813981,23306.642259588338,3676715.531752034,579.4516056243981,23403.5830634528,3134413.543909974,857.2580928316769
